Width,Distance,MeanTCT,success,MousePosition,TargetPosition,timeStamp
40,660,2.113189,2020-10-05 PM 3:44:47
140,660,1.272243,2020-10-05 PM 3:44:47
40,880,1.972753,2020-10-05 PM 3:44:47
90,880,1.444813,2020-10-05 PM 3:44:47
90,660,1.635736,2020-10-05 PM 3:44:47
140,880,1.523559,2020-10-05 PM 3:44:47
